濛	水草丶
酝	一丨一一
愠	丶丶日
氲	丿一日
耘	一一一一
昀	日丿乛
纭	乛乛一一
殒	一丿口
韫	一一日
郓	丶乛乛丨
赟	丶一贝
恽	丶丶丶乛
鋆	土金
郧	丶乛乛丨
狁	丿乛乛丶
沄	水一一乛
妘	乛乛一一
缊	乛乛日
煴	丶丿日
筼	丿一口
涢	水口贝
馧	丿一日
咋	口丿一丨
砸	一丿一丨
杂	丿乛木木
咂	口一丨乛
匝	一丨乛丨
扎	手乛乛
臜	未知
拶	手乛乛
在	一丿土
再	一丨乛丨
载	十一乛
灾	丶丶丶丿
宰	丶丶丶一
栽	十木木
哉	十口口
仔	人乛丨一
崽	丨乛丨乛
甾	乛乛丨乛
咱	口丿丨乛
赞	丿一贝
暂	一乛日
簪	丿一一乛
瓒	一一丿一
錾	一乛金
糌	丶丿丿乛
趱	土丿一
昝	丿乛日
酂	未知
寁	未知
脏	月丶一丿
葬	草一丿
赃	贝丶一
臧	一丿一丨
奘	乛丨一丿
牂	未知
驵	乛乛丨乛
早	日十
造	丿一丶乛
遭	一丨丶乛
糟	丶丿一丨
澡	水口口口
躁	口丨口口
燥	丶丿口口
凿	丨丨丶丿
噪	口口口口
灶	丶丿土
枣	一丨丶丶
皂	丿丨一乛
藻	草水口
蚤	乛丶丨乛
唣	口丿丨乛
璪	未知
慥	未知
簉	未知
则	贝丨丨
责	一一贝
择	手乛丶
泽	水乛丶一
啧	口一一丨
仄	一丿人人
笮	丿一丿一
帻	丨乛一一
赜	一丨一一
昃	日一丿
舴	丿丿丿一
箦	丿一一一
迮	丿一丶乛
贼	贝一一
鲗	丿乛丨乛
怎	丿一丶乛
谮	丶乛一乛
增	土丶丿
赠	贝丶丿
憎	丶丶丶丿
锃	金口一
缯	乛乛丶丿
甑	丶丿一乛
罾	丨乛丶丿
矰	未知
鄫	未知
综	乛乛丶丶
䎖	未知
炸	丶丿丿一
眨	丨乛丿丶
诈	丶乛丿一
乍	丿一丨一
渣	水木日
札	木乛乛
闸	丶丨丨乛
榨	木丶丶乛
吒	口丿一乛
咤	口丶丶乛
蚱	丨乛丿一
铡	金贝
楂	木木日
鲊	丿乛丿一
揸	手木
砟	一丿丿一
哳	口手丿
奓	未知
拃	未知
挓	未知
痄	丶一丿一
劄	未知
霅	未知
柞	木丿一丨
䃎	未知
溠	未知
鲝	丶丿丿乛
齇	未知
寨	丶丶一一
宅	丶丶丿一
摘	手丶一
债	人一一丨
窄	丶丶丿一
斋	丶一一丿
瘵	丶一丿乛
豸	丿丶丶丿
战	丨一一乛
站	丶一丨一
展	乛一一丨
占	丨一口口
斩	一乛丿丿
沾	水丨一口
蘸	草一丨
绽	乛乛丶丶
栈	木一一乛
盏	一一丨乛
詹	丿乛丶一
湛	水一丨丨
崭	丨乛一乛
瞻	丨乛丿乛
辗	一乛乛一
毡	丿一丨一
旃	丶一丿一
谵	丶乛丿乛
搌	手乛一
飐	未知
鹯	未知
偡	未知
栴	未知
鳣	丿乛丶一
张	乛一丿一
章	丶一十
掌	丨丶手
丈	一丿丶丶
帐	丨乛丿一
仗	人一丿丶
障	乛丨丶一
涨	水乛一乛
杖	木一丿丶
账	贝丿一
璋	一一丶一
胀	月丿一乛
彰	丶一丿丿
蟑	丨乛丶一
瘴	丶一丶一
樟	木丶一丶
漳	水丶一丶
獐	丿乛丶一
嶂	丨乛丶一
幛	丨乛丶一
鄣	丶一乛丨
嫜	乛丿丶一
暲	日丶一
仉	人丿乛乛
找	手一乛
照	日丶丶
招	手乛丿
赵	土丿丶
罩	丨乛丨一
着	丶丿丨乛
爪	丿丿丨丶
昭	日乛丿
兆	丿丶乛丿
诏	丶乛乛丿
沼	水乛丿口
肇	丶乛乛一
钊	金丨丨
棹	木丨一
笊	丿一丿丿
曌	日丶丶
啁	口丿乛
旐	丶一丿一
这	丶一丶乛
者	十日
哲	手口口
遮	丶一丶乛
浙	水手丿
辙	一乛丶一
辄	一乛一丨
褶	丶乛乛丶
蛰	手丨乛
蔗	草丶一
蜇	手丨乛
鹧	丶一丿乛
喆	未知
谪	丶乛丶一
赭	土十
柘	木一丿口
磔	一丿丿乛
锗	金十
啫	未知
晢	未知
詟	未知
䗪	未知
真	十丿丶
阵	乛丨一乛
震	一丶一丿
镇	金十
珍	一一人丿
针	金十
振	手一丿
朕	月丶丿一
侦	人丨一
贞	丨一贝
枕	木丶乛丿
诊	丶乛人丿
甄	一丨一乛
帧	丨乛丨一
斟	一丨丶丶
祯	丶乛丨一
臻	一乛一一
桢	木丨一
箴	丿一一丿
缜	乛乛十
圳	土丿丨
榛	木一一一
赈	贝一丿
蓁	草一一
禛	未知
疹	丶一人丿
砧	一丿丨一
鸩	丶乛丿乛
轸	一乛人丿
稹	丿一十
浈	水丨一丨
瑧	未知
畛	丨乛人丿
胗	月人丿丿
鬒	未知
袗	未知
葴	未知
揕	未知
昣	未知
纼	未知
正	一丨一丨
整	一丨一丨
政	一丨丿一
争	丿乛乛一
证	丶乛一丨
征	丿丿一丨
郑	丶丿乛丨
睁	丨乛丿乛
挣	手丿乛
怔	丶丶一丨
症	丶一一丨
蒸	草乛丨
铮	金丿乛
筝	丿一丿乛
狰	丿乛丿乛
拯	手乛丨
峥	丨乛丿乛
钲	金一丨
诤	丶乛丿乛
烝	未知
只	口丿丶丶
直	十丨乛
至	一乛土
之	丶乛丶丶
指	手丿乛
值	人十丨
制	丿一丨丨
支	十乛丶
志	士丶乛
止	丨一丨一
治	水乛丶口
质	丿丿十
置	丨乛十
致	一乛丿一
职	一丨口丿
智	丿一日
纸	乛乛丿乛
织	乛乛口丿
执	手丿乛
枝	木十乛
植	木十丨
旨	丿乛日
芝	草丶乛
吱	口十乛
肢	月十乛
侄	人一乛丶
脂	月丿乛
址	土丨一
汁	水十十
滞	水一丨丨
稚	丿一人丶
掷	手丶丿
秩	丿一丿一
窒	丶丶一乛
芷	草丨一
挚	手手
蜘	丨乛丿一
帜	丨乛口丿
炙	丿乛丶丿
趾	口丨丨一
咫	乛一口丿
痣	丶一士
徵	丿丿丨乛
雉	丿一人丶
祗	丶乛丿乛
栀	木丿丿一
痔	丶一土
栉	木草乛
祉	丶乛丨一
桎	木一乛丶
蛭	丨乛一乛
鸷	手丿乛
郅	一乛乛丨
踯	口丨丶丿
贽	手贝
陟	乛丨丨一
骘	乛丨乛乛
彘	乛乛丿一
跖	口丨一丿
轾	一乛一乛
摭	手丶一
枳	木口丿丶
酯	一丨丿乛
帙	丨乛丿一
禔	未知
卮	丿丿乛乛
沚	未知
胝	月丿乛一
觯	丿乛丶丿
絷	手乛乛
埴	土十
轵	一乛口丿
黹	丨丨丶丿
踬	口丨丿丿
忮	丶丶十
晊	未知
畤	丨乛土
滍	未知
稙	未知
扺	未知
铚	金一乛
锧	金丿丿
疐	未知
跱	未知
庤	未知
泜	未知
梽	未知
榰	未知
中	丨乛一丨
终	乛乛丿乛
众	人人人人
钟	金丨乛
忠	丨乛丶乛
仲	人丨乛一
衷	丶一丨乛
肿	月丨乛一
冢	丶乛一丿
踵	口丨丿一
盅	丨乛丨乛
锺	金丿一
舯	丿丿丨乛
螽	丿乛丨乛
柊	未知
茽	未知
周	丿乛土
州	丶丿丶丨
皱	丿乛乛丿
洲	水丶丿丶
咒	口丨丿乛
宙	丶丶丨乛
舟	丿丿乛丶
骤	乛乛一丨
粥	乛一丶丿
肘	月一丨丶
轴	一乛丨乛
昼	乛一日
帚	乛一丨乛
胄	丨乛月月
纣	乛乛一丨
绉	乛乛丿乛
诌	丶乛丿乛
妯	乛丿丨乛
碡	一丿一一
籀	丿一手
酎	一丨一丨
辀	一乛丿丿
赒	贝丿乛
鸼	丿丿丿乛
荮	草乛乛
婤	未知
㑇	未知
㤘	未知
主	丶一一丨
住	人丶一一
注	水丶一一
助	丨乛乛丿
著	草十
朱	丿一一丨
珠	一一丿一
诸	丶乛十
逐	一丿丶乛
竹	丿一丿一
猪	丿乛十
祝	丶乛口丿
筑	丿一一丨
柱	木丶一一
驻	乛乛丶一
嘱	口乛一丿
烛	丶丿丨乛
煮	十丶丶
蛛	丨乛丿一
株	木丿一一
铸	金一一
诛	丶乛丿一
竺	丿一一一
瞩	丨乛乛一
伫	人丶丶乛
拄	手丶一
侏	人丿一一
贮	贝丶丶
茱	草丿一
洙	水丿一一
蛀	丨乛丶一
渚	水十一
箸	丿一十
炷	丶丿丶一
铢	金丿一
躅	口丨丨乛
苎	草丶丶
杼	木乛丶乛
翥	十乛丶
槠	木丶乛
麈	丶一丶一
潴	水丿乛丿
舳	丿丿丨乛
邾	丿一乛丨
纻	乛乛丶丶
橥	丿乛木木
砫	未知
柷	未知
疰	丶一丶一
蠋	未知
瘃	丶一一丿
抓	手丿丿
髽	未知
拽	手丨乛
转	一乛一一
专	一一乛丶
赚	贝丶丿
砖	一丿一一
撰	手乛一
篆	丿一乛乛
馔	丿乛乛一
颛	丨乛一丿
啭	口一乛丨
僎	未知
瑑	未知
䏝	未知
装	丶一丶一
状	丶一一丿
庄	丶一土
撞	手丶一
壮	丶一士
妆	丶一乛丿
桩	木丶一丿
追	丿丨丶乛
坠	乛丨土
缀	乛乛乛丶
锥	金人丶
惴	丶丶丨乛
赘	一一贝
椎	木人丶一
骓	乛乛人丶
缒	乛乛丿丨
隹	人丶一一
准	丶一人丶
谆	丶乛丶一
肫	月一乛丨
窀	丶丶一乛
衠	丿丿十丨
桌	丨一木木
卓	丨一十
捉	手口丨
琢	一一一丿
灼	丶丿丿乛
拙	手乛丨
浊	水丨乛一
镯	金丨乛
酌	一丨丿乛
啄	口一丿乛
茁	草乛丨
涿	水一丿乛
擢	手乛丶
斫	一丿丿丿
濯	水乛丶一
倬	人丨一
浞	水口丨一
诼	丶乛一丿
棁	未知
禚	丶乛丶丿
椓	未知
晫	未知
叕	乛丶乛丶
汋	水丿乛丶
䓬	未知
䦃	未知
子	乛丨一一
自	丿丨乛一
字	丶丶乛丨
资	丶一贝
紫	丨一乛乛
姿	丶一乛丿
滋	水丶丿一
姊	乛丿丿乛
咨	丶一口口
梓	木丶一丶
孜	乛丨丿一
渍	水一一丨
籽	丶丿乛丨
恣	丶一丶乛
龇	丨一丨一
辎	一乛乛乛
淄	水乛乛乛
眦	丨乛丨一
滓	水丶丶乛
嗞	口丶丿一
髭	一丨丨一
孳	丶丿乛丨
缁	乛乛乛乛
笫	丿一丿乛
锱	金乛乛
秭	丿一丿乛
赀	丨一贝
訾	丨一丶一
觜	丨一丿乛
嵫	丨乛丶丿
趑	土丶一
孖	乛丨乛丨
粢	丶一丶丿
鲻	丿乛乛乛
镃	金丶丿
耔	一一乛丨
鼒	一丨丨乛
虸	丨乛乛丨
鄑	一丨乛丨
总	丶丿丶乛
宗	丶丶一一
纵	乛乛人人
踪	口丨丶丶
棕	木丶丶乛
鬃	一丨丶丶
粽	丶丿丶丶
偬	人丿乛丿
倧	人丶丶乛
鬷	未知
腙	月丶丶乛
疭	未知
走	土丨一
奏	一一一一
揍	手一一
邹	丿乛乛丨
诹	丶乛一丨
驺	乛乛丿乛
陬	乛丨一丨
鄹	一丨乛丨
鲰	丿乛一丨
组	乛乛丨乛
足	口丨一丿
族	丶一丿一
祖	丶乛丨乛
阻	乛丨丨乛
租	丿一丨乛
诅	丶乛丨乛
俎	人丿丨乛
镞	金丶一
菹	草水丨
崒	丨乛丶一
珇	一一丨乛
钻	金丨一
攥	手丿一
纂	丿一丨乛
缵	乛乛丿一
躜	口丨丿一
最	日一丨
嘴	口丨一丨
罪	丨乛丨一
醉	一丨丶一
蕞	草日
槜	木人丶一
尊	丶丿一丨
遵	丶丿丶乛
樽	木丶丿一
鳟	丿乛丶丿
撙	手丶丿
噂	口丶丿一
僔	未知
嶟	未知
做	人十丨
作	人丿一丨
坐	人人土
左	一丿一丨
座	丶一人人
昨	日丿一
佐	人一丿一
祚	丶乛丿一
嘬	口日一
酢	一丨丿一
怍	丶丶丿一
胙	月丿一丨
唑	口人人一
捽	手丶一
阼	乛丨丿一
岞	丨乛丿一
菈	草手
艹	草草
觍	丨乛丨乛
鲶	丿乛人丶
𩽾	丿乛丶丶
𩾌	丿乛丶一
